"Grant.ID","category","date","description","amount"
"2253293-2122","Recruitment","
  2022-10-25","
  web cameras so community interviewers could participate in our residency interviews","
  130.26
"
"2253293-2122","Meals","
  2022-11-16","
  food for recruitment dinner","
  194.29
"
"2253293-2122","Resident Well-Being","
  2022-11-29","
  Gift cards, hand gel and other items to make a small gift bag for nursing staff in our continuity clinic to show appreciation for their hard work and help retain them","
  456.27
"
"2253293-2122","Recruitment","
  2022-12-02","
  Booth at SNMA AMEC conference to allow us to recruit more under represented minority doctors to our program to serve our primarily under represented minority patient population","
  3100
"
"2253293-2122","Meals","
  2022-11-30","
  Recruitment dinner, food for residents who gather at the house of one of the residents to meet virtually with applicants and allow them to ask questions in a more relaxed setting. Both a recruitment and wellness effort","
  199.46
"
"2253293-2122","Recruitment","
  2022-11-30","
  Gift cards to appreciate the time and effort put in by our community members to interview the over 100 applicants we interviewed this year for our next residency class. ","
  607.76
"
"2253293-2122","Resident Well-Being","
  2022-11-10","
  Food for a wellness debrief. Bringing food to these meetings has nearly tripled attendance and has had a very positive effect on morale","
  221.85
"
"2253293-2122","Resident Well-Being","
  2022-11-30","
  Coffee supplies for clinic to improve clinic nursing staff morale and retention","
  34.87
"
"2253293-2122","Meals","
  2022-12-08","
  Food for resident wellness debrief.","
  121.77
"
"2253293-2122","Recruitment","
  2022-12-12","
  Provided compensation for work done by our community member collaborators in doing interviews, organizing community engagement efforts such as 'Baby Talk' where members of Homeboy Industries can ask a Pediatrician for advice about their children or youth members of the Homeboy Art Academy can ask a doctor any questions they have, or organizing our new one on one questions for a doctor which gives people the opportunity to ask questions in a one on one rather than the other group setting that are offered. The residents have given very positive feedback about these efforts, the applicants also report that our efforts resonate with them and strongly support our mission to serve the underserved","
  7800
"
"2253293-2122","Resident Well-Being","
  2022-12-11","
  Treats for residents and clinic staff during clinic to support wellness and retention","
  79.92
"
"2253293-2122","Educational Materials","
  2022-12-20","
  Purchased a copy of Tattoos on the Heart, Barking to the Choir, or The Whole Language by Gregory Boyle the founder of Homeboy Industries for each member of our faculty and residents as a way of both appreciating them and educating them about topics that align strongly with our program mission to provide care for underserved disenfranchised patients","
  1390.64
"
"2253293-2122","Resident Well-Being","
  2022-12-20","
  Gift cards from homeboy industries for our residents and faculty to appreciate their hard work for our patients and give them another excuse to visit and support Homeboy Industries","
  375
"
"2253293-2122","Meals","
  2022-12-21","
  Food for a resident and faculty debrief/wellness meeting","
  454.17
"
"2253293-2122","Resident Well-Being","
  2022-12-20","
  Gift Cards to Tierra Mia to appreciate the hard work of residents and faculty for those who could not get a gift card to Homeboy industries due to limited supply","
  375
"
"2253293-2122","Resident Well-Being","
  2022-12-21","
  Candy for staff appreciation bags ","
  68
"
"2253293-2122","Resident Well-Being","
  2022-12-20","
  Bags for staff appreciation bags which contained candy, gift card, and a book by Gregory Boyle","
  38.67
"
"2253293-2122","Resident Well-Being","
  2022-12-20","
  Gift cards to appreciate clinic staff","
  105
"
"2253293-2122","Meals","
  2022-12-29","
  Food for wellness debrief which continues to increase attendance at these meeting by 2-3 fold","
  227.05
"
"2253293-2122","Unused Funds","
  2022-12-30","
  Unused funds","
  57692.19
"
"2253170-2021","Salaries, Benefits and Wages","
  2022-07-02","
  Residency Office Faculty - Salary + Benefits","
  1418
"
"2253170-2021","Salaries, Benefits and Wages","
  2022-08-01","
  Residency Office Faculty - Salary + Benefits","
  1418
"
"2253170-2021","Salaries, Benefits and Wages","
  2022-09-01","
  Residency Office Faculty - Salary + Benefits","
  2129
"
"2253170-2021","Salaries, Benefits and Wages","
  2022-10-01","
  Residency Office Faculty - Salary + Benefits","
  1152
"
"2253170-2021","Salaries, Benefits and Wages","
  2022-11-01","
  Residency Office Faculty - Salary + Benefits","
  1160
"
"2253170-2021","Salaries, Benefits and Wages","
  2022-12-01","
  Residency Office Faculty - Salary + Benefits","
  1359
"
"2253170-2021","Scholarship","
  2022-08-01","
  Underrepresented Minority in Medicine Visiting Student Scholarship","
  1000
"
"2253170-2021","Scholarship","
  2022-10-01","
  Underrepresented Minority in Medicine Visiting Student Scholarship","
  1000
"
"2253170-2021","Scholarship","
  2022-11-01","
  Underrepresented Minority in Medicine Visiting Student Scholarship","
  1000
"
"2253170-2021","Scholarship","
  2022-09-01","
  Underrepresented Minority in Medicine Visiting Student Scholarship","
  1000
"
"2253170-2021","Educational Workshops, Conferences or Retreat","
  2022-12-01","
  AfCEM Conference Registration Fee","
  412
"
"2253170-2021","Travel","
  2022-12-01","
  Travel Expenses AfCEM","
  2042
"
"2253170-2021","Scholarship","
  2022-10-01","
  Underrepresented Minority in Medicine Visiting Student Scholarship","
  2000
"
"2253170-2021","Travel","
  2022-08-01","
  Domestic travel for fatigued provider post-shift","
  121
"
"2253170-2021","Travel","
  2022-11-01","
  Domestic travel for fatigued provider post-shift","
  175
"
"2253170-2021","Meals","
  2022-10-01","
  Retreat Meals - 20 Residents","
  389
"
"2253170-2021","Meals","
  2022-12-01","
  Mentor Meal","
  97
"
"2253170-2021","Educational Materials","
  2022-12-01","
  Poster Presentation/QI Project","
  227
"
"2253170-2021","Scholarship","
  2022-10-01","
  Underrepresented Minority in Medicine Visiting Student Scholarship","
  2000
"
"2253170-2021","Meals","
  2022-10-01","
  Mentor Meal","
  42
"
"2253170-2021","Travel","
  2022-11-01","
  Domestic travel for fatigued provider post-shift","
  93
"
"2253170-2021","Scholarship","
  2022-08-01","
  Underrepresented Minority in Medicine Visiting Student Scholarship","
  2000
"
"2253170-2021","Meals","
  2022-12-01","
  Mentor Meal","
  133
"
"2253170-2021","Meals","
  2022-12-01","
  Grand Rounds Meal","
  99
"
"2253170-2021","Unused Funds","
  2022-12-30","
  To Be Used Following Semester(s)","
  20902.83
"
"2253170-2122","Travel","
  2022-12-06","
  Domestic travel for fatigued provider post-shift","
  85
"
"2253170-2122","Salaries, Benefits and Wages","
  2022-09-01","
  Residency Office Faculty Salary plus Benefits for July-Sept.","
  14008
"
"2253170-2122","Salaries, Benefits and Wages","
  2022-10-01","
  Residency Office Faculty Salary plus Benefits for Oct.","
  3940
"
"2253170-2122","Salaries, Benefits and Wages","
  2022-11-01","
  Residency Office Faculty Salary plus Benefits for November","
  4006
"
"2253170-2122","Salaries, Benefits and Wages","
  2022-12-01","
  Residency Office Faculty Salary plus Benefits for Dec.","
  4519
"
"2253170-2122","Meals","
  2022-09-29","
  Wellness Event - Food for 80 Residents","
  1753
"
"2253170-2122","Meals","
  2022-10-04","
  Mentor Dinner","
  85
"
"2253170-2122","Memberships, Subscriptions, and Professional Activity Costs","
  2022-09-01","
  myTIPreport Feedback Software Annual Subscription","
  2690
"
"2253170-2122","Unused Funds","
  2022-12-30","
  Anticipated to be used next semester (Jan - June 2023), as conferences expenditures are higher.","
  43914
"
"2253256-1920","Salaries, Benefits and Wages","
  2022-12-30","
  Salary","
  25000
"
"2253256-2021","Salaries, Benefits and Wages","
  2022-12-30","
  2% salary for PD, APD","
  22834.03
"
"2253256-2021","Salaries, Benefits and Wages","
  2022-12-30","
  Fringe for PD, APD","
  6783.67
"
"2253256-2021","Educational Materials","
  2022-12-30","
  Simulation equipment, registrations for online evaluation system (mytipreport) and online question bank","
  40710.81
"
"2253256-2021","Memberships, Subscriptions, and Professional Activity Costs","
  2022-12-30","
  Fees to subscribe to ACOG/APGO/Cost software","
  1725.81
"
"2253256-2021","Travel","
  2022-12-30","
  Travel to conferences for residents (Various research and didactic conferences) , as well as for faculty for faculty develpment (APGO/CREOG) ","
  9078.92
"
"2253256-2021","Unused Funds","
  2022-12-30","
  Salary support and resident wellness","
  170193.52
"
"2253256-2122","Salaries, Benefits and Wages","
  2022-12-30","
  Salary","
  833.33
"
"2253256-2122","Salaries, Benefits and Wages","
  2022-12-30","
  Fringer","
  279.17
"
"2253256-2122","Unused Funds","
  2022-12-30","
  budgeted","
  123887.5
"
"2253251-2122","Recruitment","
  2022-12-02","
  SNMA's RMEC","
  1169.98
"
"2253251-2122","Educational Materials","
  2022-12-02","
  Board Review","
  749
"
"2253251-2122","Educational Materials","
  2022-12-02","
  Board Review","
  199
"
"2253251-2122","Resident Well-Being","
  2022-12-20","
  Furniture","
  859.39
"
"2253251-2122","Meals","
  2022-12-22","
  Resident Meals","
  748.51
"
"2253251-2122","Resident Well-Being","
  2022-12-22","
  Snacks","
  1178.51
"
"2253251-2122","Educational Workshops, Conferences or Retreat","
  2022-12-28","
  Resident Retreat PGY1, PGY2, PGY 3","
  15000
"
"2253251-2122","Educational Workshops, Conferences or Retreat","
  2022-12-30","
  AAP 2022 NCE Registration","
  420
"
"2253251-2122","Meals","
  2022-12-30","
  Recruitment &amp; Wellness Meals","
  1399.46
"
"2253251-2122","Educational Workshops, Conferences or Retreat","
  2022-12-30","
  Western Medical Research Conf","
  931.38
"
"2253251-2122","Resident Well-Being","
  2022-12-30","
  Wellness Supplies","
  80.98
"
"2253251-2122","Educational Workshops, Conferences or Retreat","
  2022-12-30","
  PAS ","
  1496.17
"
"2253251-2122","Memberships, Subscriptions, and Professional Activity Costs","
  2022-12-30","
  PIMR","
  618.36
"
"2253251-2122","Resident Well-Being","
  2022-12-30","
  Resident Wellness Room Supplies","
  149.26
"
"2253252-1920","Salaries, Benefits and Wages","
  2022-12-30","
  Salaries for 5 PGY3 residents July 22-Dec 2022","
  168730
"
"2253252-1920","Salaries, Benefits and Wages","
  2022-12-30","
  Benefits for 5 PGY3 Residents July 22-Dec 22","
  18770
"
"2253252-2021","Salaries, Benefits and Wages","
  2022-12-30","
  salaries for 5 PGY2 residents July 2022-Dec 2022","
  125000
"
"2253252-2122","Salaries, Benefits and Wages","
  2022-12-30","
  resident salaries from 7/1/2022-12/31/2022","
  50000
"
"2253207-1920","Salaries, Benefits and Wages","
  2022-07-04","
  Increase in Resident salary benefits and wages","
  25000
"
"2253207-2021","Salaries, Benefits and Wages","
  2022-07-04","
  Increase in Resident salary, benefits and wages ","
  25000
"
"2253207-2122","Salaries, Benefits and Wages","
  2022-07-04","
  Increase of Resident Salary, Benefits and Wages","
  25000
"
"2253208-1920","Salaries, Benefits and Wages","
  2022-12-30","
  2020 PGY Resident Salaries 7/1/22-12/31/22","
  25000
"
"2253208-2021","Salaries, Benefits and Wages","
  2022-12-30","
  2021 PGY Resident Salaries 7/1/22-12/31/22","
  25000
"
"2253208-2122","Salaries, Benefits and Wages","
  2022-12-30","
  2022 PGY Resident Salaries 7/1/22-12/31/22","
  30000
"
"2253209-1920","Salaries, Benefits and Wages","
  2022-12-29","
  OB Ultrasound teaching attending time","
  11520
"
"2253209-1920","Educational Materials","
  2022-07-05","
  Material for resident educational conferences","
  2017
"
"2253209-1920","Unused Funds","
  2022-12-30","
  Material for Wellness grants for resident retreat","
  5000
"
"2253209-1920","Unused Funds","
  2022-12-30","
  Attendance at Spring 2023 Residency Leadership Solutions conference by residency leadership","
  4597.54
"
"2253209-1920","Salaries, Benefits and Wages","
  2022-09-16","
  Chief Resident Salary support for time required to complete job","
  3860
"
"2253209-2021","Salaries, Benefits and Wages","
  2022-12-30","
  Salary support for faculty Associate Program Director teaching time","
  6000
"
"2253209-2021","Salaries, Benefits and Wages","
  2022-12-30","
  Salary support for faculty teaching of residents in continuity clinic","
  19000
"
"2253209-2122","Unused Funds","
  2022-12-30","
  Subscription to Cloud based ultrasound teaching account","
  2500
"
"2253209-2122","Unused Funds","
  2022-12-30","
  Society of Teachers of Family Medicine membership for faculty","
  5040
"
"2253209-2122","Salaries, Benefits and Wages","
  2022-12-30","
  Extra faculty staffing for new first year residents in continuity clinic","
  17460
"
